arm,km,layer,x,y,bed_raw,bed,bed_env,status_L,d_L,lon_L,lat_L,z_L,slope_L,sig_L,stage_L,flags_L,status_R,d_R,lon_R,lat_R,z_R,slope_R,sig_R,stage_R,flags_R,stage,stage_n,width,Rc,turn_deg,outer,dh,dh_sig,v_super,v_lo,v_hi,v_quality,A,Q,Fr,valid_frac,changed_L,changed_R,d_pre_L,d_pre_R,d_start_L,d_start_R,d_last_L,d_last_R,prebare_L,prebare_R,outlier_L,outlier_R,dem_src_L,dem_src_R,bridged
main,17.50,s2,343954.9,3132043.6,2072.7424,2061.9705,2061.9705,ok,75.0,85.409063,28.304815,2207.5,2.11,32.16,145.54395,,ok,215.0,85.406940,28.306504,2186.4,0.92,14.18,124.47656,side-valley,145.5,1,290.0,667.2,24.10,L,21.07,35.14,,,,,,,,0.94,1,1,5.00,35.00,0.00,0.00,,,0,0,,,1,1,0
main,17.50,s2chg,343954.9,3132043.6,2072.7424,2061.9705,2061.9705,ok,75.0,85.409063,28.304815,2207.5,2.11,32.16,145.54395,,ok,215.0,85.406940,28.306504,2186.4,0.92,14.18,124.47656,side-valley,145.5,1,290.0,667.2,24.10,L,21.07,35.14,,,,,,,,0.94,1,1,5.00,35.00,0.00,0.00,,,0,0,0,,1,1,0
main,17.60,s2,343871.8,3131992.9,2077.6865,2061.9705,2061.9705,ok,95.0,85.408291,28.304155,2173.1,1.14,20.31,111.14697,,ok,155.0,85.406693,28.305795,2165.6,1.13,17.30,103.673584,,107.4,2,250.0,824.7,19.50,L,7.47,26.68,,,,,,,,0.87,1,1,15.00,25.00,0.00,0.00,,,0,0,,,0,1,0
main,17.60,s2chg,343871.8,3131992.9,2077.6865,2061.9705,2061.9705,ok,95.0,85.408291,28.304155,2173.1,1.14,20.31,111.14697,,ok,155.0,85.406693,28.305795,2165.6,1.13,17.30,103.673584,,107.4,2,250.0,824.7,19.50,L,7.47,26.68,,,,,,,,0.87,1,1,15.00,25.00,0.00,0.00,,,0,0,0,0,0,1,0
main,17.70,s2,343785.3,3131953.4,2050.0012,2050.0012,2050.0012,ok,145.0,85.407689,28.303404,2153.6,0.81,15.07,103.61157,,ok,95.0,85.406253,28.305045,2166.4,2.48,37.79,116.42944,,110.0,2,240.0,3197.4,5.11,,,,,,,,,,,0.88,1,1,5.00,45.00,0.00,0.00,,,0,0,,,0,1,0
main,17.70,s2chg,343785.3,3131953.4,2050.0012,2050.0012,2050.0012,ok,145.0,85.407689,28.303404,2153.6,0.81,15.07,103.61157,,ok,95.0,85.406253,28.305045,2166.4,2.48,37.79,116.42944,,110.0,2,240.0,3197.4,5.11,,,,,,,,,,,0.88,1,1,5.00,45.00,0.00,0.00,,,0,0,0,0,0,1,0
main,17.80,s2,343725.4,3131875.1,2045.9248,2045.9248,2045.9248,ok,115.0,85.407017,28.302995,2165.7,0.77,11.88,119.82495,,ok,105.0,85.405487,28.304321,2182.4,2.15,32.80,136.45093,,128.1,2,220.0,3125.3,5.35,,,,,,,,,,,0.95,1,1,25.00,35.00,0.00,0.00,,,0,0,,,1,1,0
main,17.80,s2chg,343725.4,3131875.1,2045.9248,2045.9248,2045.9248,ok,115.0,85.407017,28.302995,2165.7,0.77,11.88,119.82495,,ok,105.0,85.405487,28.304321,2182.4,2.15,32.80,136.45093,,128.1,2,220.0,3125.3,5.35,,,,,,,,,,,0.95,1,1,25.00,35.00,0.00,0.00,,,0,0,0,0,1,1,0
main,17.90,s2,343651.2,3131808.2,2060.0144,2045.9248,2045.9248,ok,105.0,85.406150,28.302406,2149.1,1.75,26.70,103.18091,,ok,85.0,85.404922,28.303613,2159.4,1.75,26.71,113.4397,,108.3,2,190.0,4699.9,3.50,,,,,,,,,,,1.00,1,1,35.00,15.00,0.00,0.00,,,0,0,,,1,1,0
main,17.90,s2chg,343651.2,3131808.2,2060.0144,2045.9248,2045.9248,ok,105.0,85.406150,28.302406,2149.1,1.75,26.70,103.18091,,ok,85.0,85.404922,28.303613,2159.4,1.75,26.71,113.4397,,108.3,2,190.0,4699.9,3.50,,,,,,,,,,,1.00,1,1,35.00,15.00,0.00,0.00,,,0,0,0,0,1,1,0
main,18.00,s2,343576.1,3131742.2,2034.648,2034.648,2034.648,ok,125.0,85.405549,28.301683,2151.0,1.55,26.81,116.35864,,ok,95.0,85.404083,28.303064,2131.1,1.87,28.49,96.458984,,106.4,2,220.0,1107.6,14.92,L,19.90,39.13,,,,,,,,1.00,1,1,35.00,35.00,0.00,0.00,,,0,0,,,0,1,0
main,18.00,s2chg,343576.1,3131742.2,2034.648,2034.648,2034.648,ok,125.0,85.405549,28.301683,2151.0,1.55,26.81,116.35864,,ok,95.0,85.404083,28.303064,2131.1,1.87,28.49,96.458984,,106.4,2,220.0,1107.6,14.92,L,19.90,39.13,,,,,,,,1.00,1,1,35.00,35.00,0.00,0.00,,,0,0,0,0,0,1,0
main,18.10,s2,343502.1,3131676.5,2026.8359,2026.8359,2026.8359,ok,155.0,85.404776,28.300723,2188.6,2.06,34.99,161.73389,,ok,105.0,85.403425,28.302636,2116.1,2.23,33.91,89.23486,,125.5,2,260.0,1204.3,13.77,L,72.5,48.73,57.4,24.12,101.1,weak,,,1.64,1.00,1,1,35.00,25.00,0.00,0.00,,,0,0,,,0,1,0
main,18.10,s2chg,343502.1,3131676.5,2026.8359,2026.8359,2026.8359,ok,155.0,85.404776,28.300723,2188.6,2.06,34.99,161.73389,,ok,105.0,85.403425,28.302636,2116.1,2.23,33.91,89.23486,,125.5,2,260.0,1204.3,13.77,L,72.5,48.73,57.4,24.12,101.1,weak,,,1.64,1.00,1,1,35.00,25.00,0.00,0.00,,,0,0,0,0,0,1,0
main,18.20,s2,343420.7,3131638.0,2034.7516,2026.8359,2026.8359,ok,165.0,85.404004,28.300289,2171.9,0.84,13.06,145.07788,side-valley,ok,135.0,85.402439,28.302509,2148.7,2.38,36.21,121.90869,,121.9,1,300.0,5534.9,2.92,,,,,,,,,,,1.00,1,1,25.00,25.00,0.00,0.00,,,0,0,,,1,1,0
main,18.20,s2chg,343420.7,3131638.0,2034.7516,2026.8359,2026.8359,ok,165.0,85.404004,28.300289,2171.9,0.84,13.06,145.07788,side-valley,ok,135.0,85.402439,28.302509,2148.7,2.38,36.21,121.90869,,121.9,1,300.0,5534.9,2.92,,,,,,,,,,,1.00,1,1,25.00,25.00,0.00,0.00,,,0,0,,0,1,1,0
main,18.30,s2,343336.2,3131601.6,2049.3577,2026.8359,2026.8359,ok,125.0,85.402800,28.300194,2161.5,1.22,18.69,134.66504,side-valley,ok,205.0,85.401424,28.302812,2299.9,2.13,32.49,273.1057,,273.1,1,330.0,1111.1,14.29,R,138.4,37.48,67.6,42.37,103.9,strong,42514,2443607,1.51,0.89,1,1,15.00,25.00,0.00,0.00,,,0,0,,,1,1,0
main,18.30,s2chg,343336.2,3131601.6,2049.3577,2026.8359,2026.8359,ok,125.0,85.402800,28.300194,2161.5,1.22,18.69,134.66504,side-valley,ok,75.0,85.401983,28.301748,2067.8,0.87,13.40,41.00464,,41.00,1,200.0,1111.1,14.29,R,-93.7,23.00,,,,,,,,0.89,1,1,15.00,25.00,0.00,0.00,,,0,0,,1,1,1,0
main,18.40,s2,343255.8,3131546.2,2011.106,2011.106,2011.106,ok,105.0,85.402199,28.300034,2135.2,1.43,21.93,124.05078,side-valley,ok,165.0,85.400308,28.301678,2173.2,1.04,15.99,162.13623,,162.1,1,270.0,1269.9,12.38,R,38.09,27.14,41.92,16.49,74.8,weak,,,1.12,0.96,1,1,35.00,35.00,0.00,0.00,,,0,0,,,1,1,0
main,18.40,s2chg,343255.8,3131546.2,2011.106,2011.106,2011.106,ok,105.0,85.402199,28.300034,2135.2,1.43,21.93,124.05078,side-valley,ok,165.0,85.400308,28.301678,2173.2,1.04,15.99,162.13623,,162.1,1,270.0,1269.9,12.38,R,38.09,27.14,41.92,16.49,74.8,weak,,,1.12,0.96,1,1,35.00,35.00,0.00,0.00,,,0,0,,0,1,1,0
main,18.50,s2,343189.1,3131484.6,2005.2583,2005.2583,2005.2583,ok,85.0,85.401366,28.299582,2105.3,2.17,33.11,100.07886,side-valley,ok,115.0,85.400021,28.300817,2146.2,1.18,18.15,140.9585,,141.0,1,200.0,19355.3,0.82,,,,,,,,,,,0.89,1,1,35.00,25.00,0.00,0.00,,,0,0,,,1,1,0
main,18.50,s2chg,343189.1,3131484.6,2005.2583,2005.2583,2005.2583,ok,85.0,85.401366,28.299582,2105.3,2.17,33.11,100.07886,side-valley,ok,115.0,85.400021,28.300817,2146.2,1.18,18.15,140.9585,,141.0,1,200.0,19355.3,0.82,,,,,,,,,,,0.89,1,1,35.00,25.00,0.00,0.00,,,0,0,,0,1,1,0
main,18.60,s2,343140.7,3131408.4,1995.5399,1995.5399,1995.5399,truncated,,,,,,,,,ok,145.0,85.399394,28.300373,2129.6,1.94,29.53,134.08972,side-valley,,0,,952.7,17.14,,,,,,,,,,,0.90,,1,,35.00,0.00,0.00,60.0,,,0,,,,1,0
main,18.60,s2chg,343140.7,3131408.4,1995.5399,1995.5399,1995.5399,truncated,,,,,,,,,ok,145.0,85.399394,28.300373,2129.6,1.94,29.53,134.08972,side-valley,,0,,952.7,17.14,,,,,,,,,,,0.90,,1,,35.00,0.00,0.00,60.0,,,0,,,,1,0
main,18.70,s2,343050.5,3131372.4,2005.4348,1995.5399,1995.5399,ok,115.0,85.399905,28.298186,2142.1,1.03,15.89,146.54773,,ok,115.0,85.398899,28.299960,2101.0,1.39,21.28,105.44519,side-valley,146.5,1,230.0,5197.5,3.02,,,,,,,,,,,1.00,1,1,15.00,35.00,0.00,0.00,,,0,0,,,1,1,0
main,18.70,s2chg,343050.5,3131372.4,2005.4348,1995.5399,1995.5399,ok,115.0,85.399905,28.298186,2142.1,1.03,15.89,146.54773,,ok,115.0,85.398899,28.299960,2101.0,1.39,21.28,105.44519,side-valley,146.5,1,230.0,5197.5,3.02,,,,,,,,,,,1.00,1,1,15.00,35.00,0.00,0.00,,,0,0,0,,1,1,0
main,18.80,s2,342957.3,3131335.8,1977.78,1977.78,1977.78,ok,135.0,85.399166,28.297740,2127.7,1.02,18.31,149.8872,side-valley,ok,105.0,85.397912,28.299494,2106.4,1.24,19.10,128.60376,,128.6,1,240.0,468.1,34.23,R,-21.28,26.46,,,,,,,,1.00,1,1,25.00,45.00,0.00,0.00,,,0,0,,,0,1,0
main,18.80,s2chg,342957.3,3131335.8,1977.78,1977.78,1977.78,ok,135.0,85.399166,28.297740,2127.7,1.02,18.31,149.8872,side-valley,ok,105.0,85.397912,28.299494,2106.4,1.24,19.10,128.60376,,128.6,1,240.0,468.1,34.23,R,-21.28,26.46,,,,,,,,1.00,1,1,25.00,45.00,0.00,0.00,,,0,0,,0,0,1,0
main,18.90,s2,342880.9,3131273.1,1970.527,1970.527,1970.527,ok,125.0,85.398693,28.297541,2110.8,0.85,15.65,140.3097,side-valley,ok,145.0,85.396512,28.298874,2147.2,1.72,26.30,176.6571,side-valley,,0,270.0,311.4,55.9,R,36.35,30.60,20.28,5.91,37.50,weak,,,0.51,1.00,1,1,15.00,65.0,0.00,0.00,,,0,0,,,0,1,0
main,18.90,s2chg,342880.9,3131273.1,1970.527,1970.527,1970.527,ok,125.0,85.398693,28.297541,2110.8,0.85,15.65,140.3097,side-valley,ok,145.0,85.396512,28.298874,2147.2,1.72,26.30,176.6571,side-valley,,0,270.0,311.4,55.9,R,36.35,30.60,20.28,5.91,37.50,weak,,,0.51,1.00,1,1,15.00,65.0,0.00,0.00,,,0,0,,,0,1,0
main,19.00,s2,342847.7,3131181.6,1966.6819,1966.6819,1966.6819,ok,85.0,85.398153,28.297153,2092.9,0.42,9.00,126.17944,,ok,245.0,85.394986,28.297847,2160.8,1.31,20.00,194.13062,side-valley,126.2,1,330.0,409.4,40.69,R,68.0,21.94,28.76,17.37,45.07,weak,,,0.73,1.00,1,1,,45.00,0.00,0.00,,,0,0,,,0,1,0
main,19.00,s2chg,342847.7,3131181.6,1966.6819,1966.6819,1966.6819,ok,85.0,85.398153,28.297153,2092.9,0.42,9.00,126.17944,,ok,155.0,85.395876,28.297652,2189.6,0.92,16.73,222.95557,side-valley,126.2,1,240.0,409.4,40.69,R,96.8,19.00,40.24,26.47,60.0,weak,,,0.97,1.00,1,1,,45.00,0.00,0.00,,,0,0,0,,0,0,0
main,19.10,s2,342849.3,3131082.1,1958.84,1958.84,1958.84,ok,115.0,85.398511,28.296396,2123.6,0.66,12.72,164.74207,,ok,225.0,85.395148,28.296497,2155.4,0.73,11.34,196.59021,side-valley,164.7,1,340.0,3155.7,5.10,,,,,,,,,,,1.00,1,1,5.00,55.0,0.00,0.00,,,0,0,,,0,1,0
main,19.10,s2chg,342849.3,3131082.1,1958.84,1958.84,1958.84,ok,115.0,85.398511,28.296396,2123.6,0.66,12.72,164.74207,,ok,225.0,85.395148,28.296497,2155.4,0.73,11.34,196.59021,side-valley,164.7,1,340.0,3155.7,5.10,,,,,,,,,,,1.00,1,1,5.00,55.0,0.00,0.00,,,0,0,0,,0,1,0
main,19.20,s2,342847.6,3130984.2,1995.2324,1958.84,1958.84,ok,115.0,85.398487,28.295358,2135.8,0.96,17.41,176.92639,,ok,205.0,85.395383,28.295886,2115.4,0.80,12.34,156.52942,side-valley,176.9,1,320.0,722.9,23.31,L,20.40,21.33,,,,,,,,1.00,1,1,,45.00,0.00,0.00,,,0,0,,,0,1,0
main,19.20,s2chg,342847.6,3130984.2,1995.2324,1958.84,1958.84,ok,115.0,85.398487,28.295358,2135.8,0.96,17.41,176.92639,,ok,205.0,85.395383,28.295886,2115.4,0.80,12.34,156.52942,side-valley,176.9,1,320.0,722.9,23.31,L,20.40,21.33,,,,,,,,1.00,1,1,,45.00,0.00,0.00,,,0,0,0,,0,1,0
main,19.30,s2,342817.1,3130892.3,2002.0466,1958.84,1958.84,ok,145.0,85.398412,28.294241,2078.6,1.11,17.13,119.72522,,ok,205.0,85.395196,28.295386,2086.5,1.38,21.20,127.63318,side-valley,119.7,1,350.0,545.3,31.38,L,-7.91,27.26,,,,,,,,1.00,1,1,25.00,55.0,0.00,0.00,,,0,0,,,1,1,0
main,19.30,s2chg,342817.1,3130892.3,2002.0466,1958.84,1958.84,ok,145.0,85.398412,28.294241,2078.6,1.11,17.13,119.72522,,ok,205.0,85.395196,28.295386,2086.5,1.38,21.20,127.63318,side-valley,119.7,1,350.0,545.3,31.38,L,-7.91,27.26,,,,,,,,1.00,1,1,25.00,55.0,0.00,0.00,,,0,0,0,,1,1,0
main,19.40,s2,342761.0,3130809.7,1940.6014,1940.6014,1940.6014,ok,185.0,85.398043,28.293046,2085.6,1.21,18.57,145.04529,,ok,155.0,85.395263,28.294724,2059.0,1.80,27.50,118.352905,side-valley,145.0,1,340.0,707.5,23.85,L,26.69,33.19,,,,,,,,0.97,1,1,35.00,35.00,0.00,0.00,,,0,0,,,1,1,0
main,19.40,s2chg,342761.0,3130809.7,1940.6014,1940.6014,1940.6014,ok,185.0,85.398043,28.293046,2085.6,1.21,18.57,145.04529,,ok,155.0,85.395263,28.294724,2059.0,1.80,27.50,118.352905,side-valley,145.0,1,340.0,707.5,23.85,L,26.69,33.19,,,,,,,,0.97,1,1,35.00,35.00,0.00,0.00,,,0,0,0,,1,1,0
main,19.50,s2,342701.4,3130729.8,1990.1005,1940.6014,1940.6014,ok,155.0,85.397122,28.292385,2078.3,1.12,19.86,137.66394,,ok,145.0,85.394817,28.294024,2082.6,0.99,17.92,142.02307,side-valley,137.7,1,300.0,1729.4,9.76,L,-4.36,26.75,,,,,,,,0.98,1,1,15.00,45.00,0.00,0.00,,,0,0,,,0,0,0
main,19.50,s2chg,342701.4,3130729.8,1990.1005,1940.6014,1940.6014,ok,155.0,85.397122,28.292385,2078.3,1.12,19.86,137.66394,,ok,145.0,85.394817,28.294024,2082.6,0.99,17.92,142.02307,side-valley,137.7,1,300.0,1729.4,9.76,L,-4.36,26.75,,,,,,,,0.98,1,1,15.00,45.00,0.00,0.00,,,0,0,0,,0,0,0
main,19.60,s2,342635.5,3130654.8,1988.3296,1940.6014,1940.6014,ok,145.0,85.396385,28.291761,2124.4,1.04,18.59,183.755,,ok,155.0,85.394072,28.293392,2107.7,1.20,21.19,167.10266,,175.4,2,300.0,7687.7,2.21,,,,,,,,,,,1.00,1,1,5.00,55.0,0.00,0.00,,,0,0,,,0,0,0
main,19.60,s2chg,342635.5,3130654.8,1988.3296,1940.6014,1940.6014,ok,145.0,85.396385,28.291761,2124.4,1.04,18.59,183.755,,ok,155.0,85.394072,28.293392,2107.7,1.20,21.19,167.10266,,175.4,2,300.0,7687.7,2.21,,,,,,,,,,,1.00,1,1,5.00,55.0,0.00,0.00,,,0,0,0,0,0,0,0
main,19.70,s2,342562.0,3130587.3,1986.3376,1940.6014,1940.6014,ok,165.0,85.395788,28.291013,2119.3,0.59,11.62,178.65198,,ok,145.0,85.393425,28.292732,2073.8,1.11,17.07,133.18665,,155.9,2,310.0,1357.0,12.39,R,-45.47,20.65,,,,,,,,1.00,1,1,25.00,55.0,0.00,0.00,,,0,0,,,0,1,0
main,19.70,s2chg,342562.0,3130587.3,1986.3376,1940.6014,1940.6014,ok,165.0,85.395788,28.291013,2119.3,0.59,11.62,178.65198,,ok,145.0,85.393425,28.292732,2073.8,1.11,17.07,133.18665,,155.9,2,310.0,1357.0,12.39,R,-45.47,20.65,,,,,,,,1.00,1,1,25.00,55.0,0.00,0.00,,,0,0,0,0,0,1,0
main,19.80,s2,342513.2,3130502.8,1925.0522,1925.0522,1925.0522,ok,135.0,85.395121,28.290480,2106.7,1.07,19.13,181.62158,,ok,135.0,85.392964,28.291843,2028.5,1.59,24.28,103.47778,,142.5,2,270.0,3762.0,4.40,,,,,,,,,,,1.00,1,1,5.00,55.0,0.00,0.00,,,0,0,,,0,1,0
main,19.80,s2chg,342513.2,3130502.8,1925.0522,1925.0522,1925.0522,ok,135.0,85.395121,28.290480,2106.7,1.07,19.13,181.62158,,ok,135.0,85.392964,28.291843,2028.5,1.59,24.28,103.47778,,142.5,2,270.0,3762.0,4.40,,,,,,,,,,,1.00,1,1,5.00,55.0,0.00,0.00,,,0,0,0,0,0,1,0
main,19.90,s2,342447.4,3130427.7,1912.1907,1912.1907,1912.1907,ok,155.0,85.394684,28.289768,2136.1,1.11,19.79,223.95435,,ok,115.0,85.392426,28.290997,2028.5,2.18,33.23,116.349365,,170.2,2,270.0,11468.6,1.43,,,,,,,,,,,1.00,1,1,35.00,35.00,0.00,0.00,,,0,0,,,0,1,0
main,19.90,s2chg,342447.4,3130427.7,1912.1907,1912.1907,1912.1907,ok,155.0,85.394684,28.289768,2136.1,1.11,19.79,223.95435,,ok,115.0,85.392426,28.290997,2028.5,2.18,33.23,116.349365,,170.2,2,270.0,11468.6,1.43,,,,,,,,,,,1.00,1,1,35.00,35.00,0.00,0.00,,,0,0,0,0,0,1,0
main,20.00,s2,342420.8,3130336.9,1946.1909,1912.1907,1912.1907,ok,105.0,85.393935,28.289109,2078.9,1.61,27.73,166.68823,,ok,155.0,85.391903,28.290471,2007.3,0.66,10.28,95.118286,side-valley,166.7,1,260.0,684.2,24.59,L,71.6,29.58,42.98,24.16,69.6,strong,15962,583190,1.20,1.00,1,1,25.00,35.00,0.00,0.00,,,0,0,,,0,1,0
main,20.00,s2chg,342420.8,3130336.9,1946.1909,1912.1907,1912.1907,ok,105.0,85.393935,28.289109,2078.9,1.61,27.73,166.68823,,ok,155.0,85.391903,28.290471,2007.3,0.66,10.28,95.118286,side-valley,166.7,1,260.0,684.2,24.59,L,71.6,29.58,42.98,24.16,69.6,strong,15962,583190,1.20,1.00,1,1,25.00,35.00,0.00,0.00,,,0,0,0,,0,1,0
main,20.00,pelican0827,342420.8,3130336.9,1946.1909,1912.1907,1912.1907,truncated,,,,,,,,capped-by-s2chg,truncated,,,,,,,,side-valley,,0,,684.2,24.59,,,,,,,,,,,0.81,,,,,0.00,0.00,13.50,25.50,,,,,,,0
main,20.00,pelican0901,342420.8,3130336.9,1946.1909,1912.1907,1912.1907,truncated,,,,,,,,capped-by-s2chg,ok,144.8,85.391952,28.290439,2003.7,0.67,3.20,91.47449,side-valley,,0,,684.2,24.59,,,,,,,,,,,0.96,,1,,38.25,0.00,0.00,57.0,,,0,,,,1,0
main,20.10,s2,342349.9,3130271.6,1902.5687,1902.5687,1902.5687,ok,115.0,85.393194,28.288348,2043.0,1.19,21.00,140.45593,,ok,145.0,85.391410,28.289958,2006.2,2.84,43.18,103.625854,side-valley,140.5,1,260.0,695.5,24.09,L,36.83,48.01,,,,,,,,1.00,1,1,45.00,15.00,0.00,0.00,,,0,0,,,0,1,0
main,20.10,s2chg,342349.9,3130271.6,1902.5687,1902.5687,1902.5687,ok,115.0,85.393194,28.288348,2043.0,1.19,21.00,140.45593,,ok,145.0,85.391410,28.289958,2006.2,2.84,43.18,103.625854,side-valley,140.5,1,260.0,695.5,24.09,L,36.83,48.01,,,,,,,,1.00,1,1,45.00,15.00,0.00,0.00,,,0,0,0,,0,1,0
main,20.10,pelican0827,342349.9,3130271.6,1902.5687,1902.5687,1902.5687,no-bare,,,,,,,,,truncated,,,,,,,,side-valley,,0,,695.5,24.09,,,,,,,,,,,0.78,,,,,,4.50,,39.00,,,,,,,0
main,20.10,pelican0901,342349.9,3130271.6,1902.5687,1902.5687,1902.5687,truncated,,,,,,,,capped-by-s2chg,ok,150.8,85.391338,28.290023,2036.0,2.23,7.79,133.41943,side-valley,,0,,695.5,24.09,,,,,,,,,,,0.99,,1,,11.25,0.00,0.00,43.50,,,0,,,,1,0
main,20.20,s2,342265.1,3130218.6,1891.6621,1891.6621,1891.6621,ok,155.0,85.392400,28.287441,2043.0,1.56,26.97,151.38379,,ok,125.0,85.390874,28.289469,2017.3,2.20,37.27,125.655396,side-valley,151.4,1,280.0,656.1,25.14,L,25.73,46.01,,,,,,,,0.95,1,1,35.00,15.00,0.00,0.00,,,0,0,,,0,0,0
main,20.20,s2chg,342265.1,3130218.6,1891.6621,1891.6621,1891.6621,ok,155.0,85.392400,28.287441,2043.0,1.56,26.97,151.38379,,ok,125.0,85.390874,28.289469,2017.3,2.20,37.27,125.655396,side-valley,151.4,1,280.0,656.1,25.14,L,25.73,46.01,,,,,,,,0.95,1,1,35.00,15.00,0.00,0.00,,,0,0,0,,0,0,0
main,20.20,pelican0827,342265.1,3130218.6,1891.6621,1891.6621,1891.6621,truncated,,,,,,,,,truncated,,,,,,,,side-valley,,0,,656.1,25.14,,,,,,,,,,,0.75,,,,,,,,,,,,,,,0
main,20.20,pelican0901,342265.1,3130218.6,1891.6621,1891.6621,1891.6621,truncated,,,,,,,,capped-by-s2chg,ok,125.2,85.390848,28.289503,2028.0,2.32,18.66,136.32983,side-valley,,0,,656.1,25.14,,,,,,,,,,,0.99,,1,,14.25,0.00,0.00,51.0,,,0,,,,0,0
main,20.30,s2,342181.8,3130163.4,1877.1494,1877.1494,1877.1494,ok,155.0,85.391421,28.286861,2033.1,1.26,22.21,155.92517,,ok,155.0,85.389998,28.289257,2087.0,2.24,37.89,209.80615,side-valley,155.9,1,310.0,1315.7,12.85,L,-53.9,43.92,,,,,,,,1.00,1,1,45.00,45.00,0.00,0.00,,,0,0,,,0,0,0
main,20.30,s2chg,342181.8,3130163.4,1877.1494,1877.1494,1877.1494,ok,155.0,85.391421,28.286861,2033.1,1.26,22.21,155.92517,,ok,155.0,85.389998,28.289257,2087.0,2.24,37.89,209.80615,side-valley,155.9,1,310.0,1315.7,12.85,L,-53.9,43.92,,,,,,,,1.00,1,1,45.00,45.00,0.00,0.00,,,0,0,,,0,0,0
main,20.30,pelican0827,342181.8,3130163.4,1877.1494,1877.1494,1877.1494,truncated,,,,,,,,,truncated,,,,,,,,side-valley,,0,,1315.7,12.85,,,,,,,,,,,0.72,,,,,,,,,,,,,,,0
main,20.30,pelican0901,342181.8,3130163.4,1877.1494,1877.1494,1877.1494,ok,165.8,85.391493,28.286741,2048.9,1.13,11.09,171.76001,capped-by-s2chg,ok,140.2,85.390048,28.289173,2063.2,2.44,19.44,186.0503,side-valley,,0,306.0,1315.7,12.85,L,-14.29,22.38,,,,,,,,1.00,1,1,39.75,41.25,0.00,0.00,,,0,0,,,0,0,0
main,20.40,s2,342094.0,3130119.9,1870.5359,1870.5359,1870.5359,ok,195.0,85.390602,28.286087,2022.8,1.02,18.32,152.27527,,ok,135.0,85.389287,28.288730,2042.0,1.79,27.29,171.49097,,161.9,2,330.0,33317.1,0.50,,,,,,,,,,,1.00,1,1,55.0,45.00,0.00,0.00,,,0,0,,,0,1,0
main,20.40,s2chg,342094.0,3130119.9,1870.5359,1870.5359,1870.5359,ok,195.0,85.390602,28.286087,2022.8,1.02,18.32,152.27527,,ok,135.0,85.389287,28.288730,2042.0,1.79,27.29,171.49097,,161.9,2,330.0,33317.1,0.50,,,,,,,,,,,1.00,1,1,55.0,45.00,0.00,0.00,,,0,0,,,0,1,0
main,20.40,pelican0827,342094.0,3130119.9,1870.5359,1870.5359,1870.5359,truncated,,,,,,,,capped-by-s2chg,truncated,,,,,,,,capped-by-s2chg,,0,,33317.1,0.50,,,,,,,,,,,0.71,,,,,,,,,,,,,,,0
main,20.40,pelican0901,342094.0,3130119.9,1870.5359,1870.5359,1870.5359,ok,204.8,85.390659,28.285972,2033.8,0.95,9.91,163.2356,,ok,147.8,85.389217,28.288870,2072.5,2.05,7.27,201.97021,,182.6,2,352.5,33317.1,0.50,,,,,,,,,,,1.00,1,1,32.25,44.25,0.00,0.00,,,0,0,0,0,0,1,0
main,20.50,s2,341996.4,3130100.1,1930.8407,1870.5359,1870.5359,ok,285.0,85.390102,28.285205,2001.7,0.91,16.63,131.2041,side-valley,ok,65.0,85.388556,28.287951,2039.0,2.15,36.39,168.51013,,168.5,1,350.0,729.9,23.09,R,37.31,40.01,,,,,,,,1.00,1,1,45.00,25.00,0.00,0.00,,,0,0,,,0,0,0
main,20.50,s2chg,341996.4,3130100.1,1930.8407,1870.5359,1870.5359,ok,285.0,85.390102,28.285205,2001.7,0.91,16.63,131.2041,side-valley,ok,65.0,85.388556,28.287951,2039.0,2.15,36.39,168.51013,,168.5,1,350.0,729.9,23.09,R,37.31,40.01,,,,,,,,1.00,1,1,45.00,25.00,0.00,0.00,,,0,0,,0,0,0,0
main,20.50,pelican0827,341996.4,3130100.1,1930.8407,1870.5359,1870.5359,truncated,,,,,,,,side-valley,truncated,,,,,,,,capped-by-s2chg,,0,,729.9,23.09,,,,,,,,,,,0.77,,,,,0.00,0.00,55.5,10.50,,,,,,,0
main,20.50,pelican0901,341996.4,3130100.1,1930.8407,1870.5359,1870.5359,truncated,,,,,,,,side-valley;capped-by-s2chg,ok,78.8,85.388474,28.288096,2073.8,2.23,7.80,203.25781,capped-by-s2chg,,0,,729.9,23.09,,,,,,,,,,,0.99,,1,,21.75,0.00,0.00,31.50,,,0,,,,1,0
main,20.60,s2,341912.0,3130048.1,1940.3969,1870.5359,1870.5359,ok,265.0,85.389614,28.285142,2003.5,0.68,10.62,133.00488,side-valley,ok,65.0,85.387597,28.287412,2046.4,1.66,28.60,175.84583,,175.8,1,330.0,469.4,36.47,R,42.84,30.51,24.45,9.62,43.60,weak,,,0.63,1.00,1,1,45.00,15.00,0.00,0.00,,,0,0,,,1,0,0
main,20.60,s2chg,341912.0,3130048.1,1940.3969,1870.5359,1870.5359,ok,265.0,85.389614,28.285142,2003.5,0.68,10.62,133.00488,side-valley,ok,65.0,85.387597,28.287412,2046.4,1.66,28.60,175.84583,,175.8,1,330.0,469.4,36.47,R,42.84,30.51,24.45,9.62,43.60,weak,,,0.63,1.00,1,1,45.00,15.00,0.00,0.00,,,0,0,,0,1,0,0
