arm,km_from,km_to,bank,flag,reason
main,21.3,21.7,L,cloud-shadow,"Dave, 7 Sept 2026: cloud / cloud shadow on the Nepal-side wall above the junction in the Pelican 1 Sept overlay (output/cache/insets/junction_20260901_0.5m.png); the 1,999-2,036 m points there are not a mud line"
